float adds,float mult,float div,float comp,float total only math,float total with comp,QRSdet runtime,QRSfilt runtime,Classify runtime,total runtime,performance,performance (w/ comp)
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,2942244.0,473252.0,437952.0,5925088.0,0.093778,0.106541
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,3114140.0,490408.0,460684.0,6227050.0,0.089231,0.101375
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,3094976.0,622240.0,440596.0,6141640.0,0.090471,0.102785
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,2945708.0,476376.0,441840.0,6024336.0,0.092233,0.104786
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,3067592.0,520936.0,443584.0,6055908.0,0.091752,0.10424
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,2996784.0,472992.0,518400.0,6142424.0,0.09046,0.102772
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,3017588.0,549080.0,489136.0,6020520.0,0.092292,0.104853
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,3063444.0,472928.0,441880.0,6102536.0,0.091051,0.103443
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,3076228.0,474396.0,444188.0,6162052.0,0.090172,0.102444
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,2993732.0,526384.0,438480.0,6036844.0,0.092042,0.104569
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,2969688.0,480920.0,438868.0,6045632.0,0.091908,0.104417
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,2945228.0,475484.0,491592.0,6056488.0,0.091743,0.10423
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,2943112.0,475836.0,442032.0,6035196.0,0.092067,0.104598
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,3082988.0,495088.0,440476.0,6071728.0,0.091513,0.103968
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,2940292.0,473436.0,438584.0,5923972.0,0.093796,0.106561
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,2967340.0,476288.0,445680.0,6011532.0,0.09243,0.105009
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,3075596.0,527832.0,443332.0,6086320.0,0.091294,0.103719
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,2943404.0,473976.0,443852.0,6076128.0,0.091447,0.103893
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,2938692.0,472968.0,437384.0,5919384.0,0.093868,0.106644
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,2994536.0,474480.0,439884.0,6053480.0,0.091789,0.104282
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,3016004.0,483120.0,452052.0,6156596.0,0.090252,0.102535
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,2967596.0,498756.0,439956.0,5952300.0,0.093349,0.106054
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,2972116.0,474812.0,502020.0,6097844.0,0.091121,0.103523
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,3043116.0,558332.0,450888.0,6117024.0,0.090836,0.103198
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,2943524.0,472996.0,440884.0,6006440.0,0.092508,0.105098
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,2941424.0,473780.0,443584.0,5985340.0,0.092834,0.105469
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,2942976.0,474488.0,440268.0,6052956.0,0.091797,0.104291
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,2994668.0,474436.0,442688.0,6059116.0,0.091704,0.104185
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,2944228.0,475924.0,437232.0,5988132.0,0.092791,0.10542
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,3068016.0,476580.0,439256.0,6054724.0,0.09177,0.10426
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,2944164.0,473632.0,441844.0,5933964.0,0.093638,0.106382
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,2941564.0,474276.0,439884.0,6001544.0,0.092583,0.105184
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,2941740.0,473860.0,440596.0,6007204.0,0.092496,0.105085
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,2942940.0,473064.0,437048.0,5995404.0,0.092678,0.105292
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,3020660.0,474336.0,440168.0,5977300.0,0.092959,0.105611
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,2994144.0,473352.0,441880.0,6116008.0,0.090851,0.103216
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,2994904.0,473228.0,440196.0,6045040.0,0.091917,0.104427
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,2993208.0,523684.0,446052.0,6088692.0,0.091258,0.103679
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,2990752.0,472196.0,439860.0,6053284.0,0.091792,0.104285
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,3227140.0,480648.0,843872.0,6876980.0,0.080798,0.091794
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,2944104.0,473960.0,515236.0,6101548.0,0.091066,0.10346
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,3037328.0,472636.0,442940.0,6027532.0,0.092184,0.104731
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,2979508.0,486232.0,441640.0,5965276.0,0.093146,0.105824
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,3057276.0,479132.0,447644.0,6137380.0,0.090534,0.102856
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,2999908.0,476364.0,445900.0,6125396.0,0.090711,0.103057
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,3025056.0,474536.0,444104.0,6095236.0,0.09116,0.103567
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,3069360.0,537068.0,441104.0,6122488.0,0.090754,0.103106
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,2992620.0,473344.0,440804.0,6107880.0,0.090971,0.103353
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,3000236.0,473648.0,437692.0,6031656.0,0.092121,0.104659
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,2948296.0,477060.0,436108.0,5987596.0,0.092799,0.105429
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,3018144.0,473368.0,439384.0,6052040.0,0.091811,0.104306
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,2965460.0,474168.0,438912.0,5949284.0,0.093397,0.106108
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,2945296.0,474588.0,440808.0,5933588.0,0.093644,0.106389
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,3072340.0,476064.0,447304.0,6078880.0,0.091405,0.103846
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,2954656.0,477544.0,443260.0,6028284.0,0.092173,0.104718
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,2999732.0,473412.0,439636.0,5985056.0,0.092838,0.105474
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,2970788.0,477116.0,441340.0,5918644.0,0.09388,0.106657
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,3071532.0,564692.0,444544.0,6146532.0,0.090399,0.102703
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,2989572.0,478972.0,447748.0,5991644.0,0.092736,0.105358
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,3095308.0,501896.0,447600.0,6142876.0,0.090453,0.102764
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,3067656.0,474212.0,444488.0,6109720.0,0.090944,0.103322
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,3020088.0,550904.0,440968.0,6114580.0,0.090872,0.10324
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,3028220.0,477360.0,441764.0,6025312.0,0.092218,0.104769
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,3042260.0,473892.0,441548.0,6102524.0,0.091051,0.103444
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,3063924.0,522348.0,443728.0,6052616.0,0.091802,0.104297
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,3017852.0,474124.0,443740.0,6109092.0,0.090953,0.103332
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,2940012.0,473448.0,438848.0,6001676.0,0.092581,0.105182
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,3082444.0,605360.0,445948.0,6220732.0,0.089321,0.101478
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,3020376.0,474060.0,443432.0,6012252.0,0.092418,0.104997
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,2938000.0,473300.0,437216.0,5973192.0,0.093023,0.105683
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,5081204.0,833282.0,757238.0,10203788.0,0.054455,0.061866
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,4696332.0,785680.0,694344.0,9342794.0,0.059473,0.067567
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,2950244.0,476548.0,447020.0,5949552.0,0.093392,0.106103
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,4023302.0,656213.0,637745.0,8102305.0,0.068578,0.077912
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,3238750.0,529566.0,471416.0,6559081.0,0.084714,0.096243
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,4650069.0,775520.0,771509.0,9534853.0,0.058275,0.066206
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,4199971.0,720931.0,659234.0,8716886.0,0.063743,0.072419
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,4455812.0,711512.0,713576.0,9093768.0,0.061102,0.069418
304960.0,209668.0,41015.0,75624.0,555643.0,631267.0,3359650.0,557834.0,483936.0,6746620.0,0.082359,0.093568
